Sentence,Entity1,E1_POS,E1_DEP,Entity2,E2_POS,E2_DEP,Relationship,Direction,predicted_relationship,predicted_rel_with_direction
2121,family,['NN'],nsubj,village,['NN'],pobj,Entity-Origin,"e1,e2",Entity-Origin,"Entity-Origin(e1,e2)"
2122,exhibition,['NN'],nsubj,qualities,['NNS'],dobj,Message-Topic,"e1,e2",Product-Producer,"Product-Producer(e2,e1)"
2123,infestation,"['IN', 'NN']",dobj,fleas,['NNS'],pobj,Other,Othe,Other,Other
2124,theory,"['NN', 'DT', 'DT']",nsubjpass,exchange,"['NN', 'DT']",pobj,Other,Othe,Cause-Effect,"Cause-Effect(e2,e1)"
2125,mob,['NN'],nsubj,workers,['NNS'],pobj,Member-Collection,"e2,e1",Other,Other
2126,staff,['NN'],pobj,hospital,['NN'],pobj,Other,Othe,Component-Whole,"Component-Whole(e2,e1)"
2127,brush,['NN'],nsubj,painter,['NN'],pobj,Instrument-Agency,"e1,e2",Instrument-Agency,"Instrument-Agency(e2,e1)"
2128,company,['NN'],nsubj,trouble,['NN'],pobj,Other,Othe,Entity-Destination,"Entity-Destination(e1,e2)"
2129,man,"['NN', 'DT']",nsubj,lap,"['DT', 'NN']",dobj,Other,Othe,Product-Producer,"Product-Producer(e2,e1)"
2130,novel,['NN'],pobj,governor-general,"['DT', 'JJ']",pobj,Product-Producer,"e1,e2",Product-Producer,"Product-Producer(e2,e1)"
2131,flash drive,"['DT', 'JJ', 'NN']",dobj,ROMs,['NNP'],pobj,Component-Whole,"e2,e1",Message-Topic,"Message-Topic(e1,e2)"
2132,scientists,['NNS'],nsubj,antiboitics,['NNS'],pobj,Instrument-Agency,"e2,e1",Message-Topic,"Message-Topic(e1,e2)"
2133,Acne,['NNP'],nsubjpass,hormonal imbalance,"['JJ', 'NN']",pobj,Cause-Effect,"e2,e1",Cause-Effect,"Cause-Effect(e2,e1)"
2134,pump,['NN'],attr,coupling,['NN'],dobj,Component-Whole,"e2,e1",Product-Producer,"Product-Producer(e2,e1)"
2135,flights,['NNS'],nsubj,airspace,['NN'],pobj,Entity-Origin,"e1,e2",Entity-Destination,"Entity-Destination(e1,e2)"
2136,discussion,['NN'],nsubj,concept,['NN'],nsubj,Message-Topic,"e1,e2",Product-Producer,"Product-Producer(e2,e1)"
2137,probe,['NN'],nsubjpass,fragment,['NN'],pobj,Entity-Origin,"e1,e2",Entity-Origin,"Entity-Origin(e1,e2)"
2138,restaurant,"['NN', 'DT']",nsubj,list,['NN'],pobj,Entity-Origin,"e1,e2",Component-Whole,"Component-Whole(e1,e2)"
2139,government,['NN'],nsubj,agency,['NN'],dobj,Product-Producer,"e2,e1",Product-Producer,"Product-Producer(e2,e1)"
2140,furniture,"['NN', 'NN']",compound,legs,"['NNS', 'NNS']",dobj,Other,Othe,Product-Producer,"Product-Producer(e1,e2)"
2141,passenger,"['DT', 'NN', 'DT']",nsubj,photograph,"['TO', 'DT', 'DT', 'NN']",dobj,Product-Producer,"e2,e1",Message-Topic,"Message-Topic(e1,e2)"
2142,mystery,['NN'],nsubj,energy,['NN'],pobj,Other,Othe,Component-Whole,"Component-Whole(e1,e2)"
2143,teacher,['NN'],nsubj,literature,['NN'],dobj,Instrument-Agency,"e2,e1",Message-Topic,"Message-Topic(e1,e2)"
2144,ligature,"['NN', 'DT']",nsubj,performer,['NN'],dobj,Instrument-Agency,"e1,e2",Message-Topic,"Message-Topic(e1,e2)"
2145,design,"['NN', 'NN']",pobj,studio,['NN'],dobj,Product-Producer,"e1,e2",Product-Producer,"Product-Producer(e2,e1)"
2146,Tree,['NNP'],compound,roots,['NNS'],nsubj,Component-Whole,"e2,e1",Product-Producer,"Product-Producer(e1,e2)"
2147,mason,['NN'],nsubj,walls,['NNS'],dobj,Product-Producer,"e2,e1",Component-Whole,"Component-Whole(e2,e1)"
2148,company,"['NN', 'DT']",nsubj,benchmarking,"['DT', 'NN']",xcomp,Instrument-Agency,"e2,e1",Component-Whole,"Component-Whole(e2,e1)"
2149,cadre,['NN'],pobj,banks,['NNS'],pobj,Component-Whole,"e1,e2",Other,Other
2150,composer,['NN'],poss,works,['NNS'],attr,Product-Producer,"e2,e1",Other,Other
2151,shovel,['NN'],nsubj,gardeners,"['DT', 'NNS']",pobj,Instrument-Agency,"e1,e2",Component-Whole,"Component-Whole(e1,e2)"
2152,man,"['NN', 'DT']",nsubj,submersible,['JJ'],dobj,Product-Producer,"e2,e1",Product-Producer,"Product-Producer(e2,e1)"
2153,family,['NN'],conj,inpatients,"['NNS', 'IN']",pobj,Member-Collection,"e2,e1",Other,Other
2154,certificate,"['DT', 'NN', 'DT', 'DT']",attr,exemption,['NN'],dobj,Message-Topic,"e1,e2",Product-Producer,"Product-Producer(e2,e1)"
2155,inflammation,"['NN', 'IN']",nsubj,pain,"['NN', 'IN']",dobj,Cause-Effect,"e1,e2",Cause-Effect,"Cause-Effect(e1,e2)"
2156,title,['NN'],nsubj,book,['NN'],pobj,Component-Whole,"e1,e2",Component-Whole,"Component-Whole(e1,e2)"
2157,items,['NNS'],nsubjpass,customer,"['TO', 'NN']",pobj,Entity-Destination,"e1,e2",Message-Topic,"Message-Topic(e2,e1)"
2158,teaching experience,"['NN', 'NN', 'IN']",pobj,anecdotes,['NNS'],dobj,Other,Othe,Product-Producer,"Product-Producer(e2,e1)"
2159,association,['NN'],nsubj,kits,['NNS'],dobj,Other,Othe,Product-Producer,"Product-Producer(e2,e1)"
2160,skin,['NN'],pobj,orange,"['NN', 'DT']",pobj,Component-Whole,"e1,e2",Component-Whole,"Component-Whole(e2,e1)"
2161,student,['NN'],ROOT,balcony,"['DT', 'NN', 'DT']",pobj,Entity-Origin,"e1,e2",Entity-Origin,"Entity-Origin(e1,e2)"
2162,property,"['NN', 'NN', 'NN']",pobj,expression,['NN'],pobj,Entity-Origin,"e2,e1",Component-Whole,"Component-Whole(e2,e1)"
2163,news,['NN'],nsubj,article,['NN'],pobj,Entity-Origin,"e1,e2",Cause-Effect,"Cause-Effect(e2,e1)"
2164,films,['NNS'],nsubjpass,viewers,['NNS'],pobj,Entity-Destination,"e1,e2",Cause-Effect,"Cause-Effect(e2,e1)"
2165,forebrain,"['NN', 'NN']",nsubj,brain,['NN'],pobj,Component-Whole,"e1,e2",Component-Whole,"Component-Whole(e1,e2)"
2166,plane,['NN'],nsubj,runway,['NN'],pobj,Entity-Origin,"e1,e2",Entity-Origin,"Entity-Origin(e1,e2)"
2167,bomb,['NN'],nsubjpass,freezer,['NN'],dobj,Content-Container,"e1,e2",Content-Container,"Content-Container(e1,e2)"
2168,paddling,"['DT', 'NN']",dobj,ducks,['NNS'],pobj,Member-Collection,"e2,e1",Member-Collection,"Member-Collection(e2,e1)"
2169,kids,['NNS'],dobj,place,['NN'],pobj,Entity-Origin,"e1,e2",Entity-Origin,"Entity-Origin(e1,e2)"
2170,freighter,['NN'],nsubj,dope,['NN'],pobj,Content-Container,"e2,e1",Other,Other
2171,impact,['NN'],nsubjpass,work,['NN'],pobj,Message-Topic,"e2,e1",Component-Whole,"Component-Whole(e1,e2)"
2172,constitutes,['NNS'],nsubj,plant,['NN'],pobj,Other,Othe,Component-Whole,"Component-Whole(e1,e2)"
2173,froggery,['NN'],dobj,frogs,['NNS'],pobj,Member-Collection,"e2,e1",Member-Collection,"Member-Collection(e2,e1)"
2174,water,"['NN', 'DT']",nsubjpass,river,['NN'],pobj,Entity-Destination,"e1,e2",Entity-Destination,"Entity-Destination(e1,e2)"
2175,evangelist,['NN'],nsubj,news,['NN'],pobj,Product-Producer,"e2,e1",Product-Producer,"Product-Producer(e2,e1)"
2176,disorders,['NNS'],nsubjpass,mutation,"['NN', 'DT']",pobj,Cause-Effect,"e2,e1",Cause-Effect,"Cause-Effect(e2,e1)"
2177,baby,"['NN', 'DT']",dobj,bag,"['DT', 'NN']",pobj,Entity-Destination,"e1,e2",Content-Container,"Content-Container(e1,e2)"
2178,wall,"['DT', 'NN']",pobj,youths,['NNS'],pobj,Product-Producer,"e1,e2",Other,Other
2179,teacher,"['NN', 'DT']",nsubj,umbrella,"['DT', 'NN']",pobj,Instrument-Agency,"e2,e1",Component-Whole,"Component-Whole(e1,e2)"
2180,book,['NN'],nsubj,process,['NN'],pobj,Other,Othe,Content-Container,"Content-Container(e1,e2)"
2181,Power,['NN'],nsubjpass,reaction,['NN'],pobj,Cause-Effect,"e2,e1",Cause-Effect,"Cause-Effect(e2,e1)"
2182,motions,"['NNS', 'IN']",pobj,discipline,['NN'],pobj,Message-Topic,"e1,e2",Message-Topic,"Message-Topic(e1,e2)"
2183,hero,['NN'],nsubj,building,['NN'],pobj,Entity-Destination,"e1,e2",Entity-Destination,"Entity-Destination(e1,e2)"
2184,money,['NN'],nsubj,pocket,['NN'],pobj,Entity-Origin,"e1,e2",Entity-Origin,"Entity-Origin(e1,e2)"
2185,dynamite,"['NN', 'DT']",nsubjpass,blasting,"['IN', 'VBG', 'DT', 'IN']",pcomp,Other,Othe,Product-Producer,"Product-Producer(e2,e1)"
2186,fish,['NN'],nsubjpass,sea,['NN'],pobj,Entity-Destination,"e1,e2",Entity-Destination,"Entity-Destination(e1,e2)"
2187,player,['NN'],nsubj,next round,"['JJ', 'NN']",pobj,Other,Othe,Cause-Effect,"Cause-Effect(e2,e1)"
2188,series of poems,"['NN', 'IN', 'NNS', 'IN']",prep,story,"['NN', 'TO']",dobj,Message-Topic,"e1,e2",Product-Producer,"Product-Producer(e2,e1)"
2189,license,"['NN', 'NN']",pobj,state,"['NN', 'NN']",pobj,Product-Producer,"e1,e2",Entity-Origin,"Entity-Origin(e1,e2)"
2190,radio wave,"['NN', 'NN']",nsubj,outer space,"['JJ', 'NN']",pobj,Entity-Destination,"e1,e2",Entity-Destination,"Entity-Destination(e1,e2)"
2191,author,"['DT', 'NN', 'DT']",appos,blog,['NN'],pobj,Product-Producer,"e2,e1",Component-Whole,"Component-Whole(e1,e2)"
2192,valves,['NNS'],nsubj,trumpet,['NN'],pobj,Component-Whole,"e1,e2",Component-Whole,"Component-Whole(e1,e2)"
2193,list,['NN'],nsubjpass,call,['NN'],pobj,Entity-Origin,"e1,e2",Entity-Origin,"Entity-Origin(e1,e2)"
2194,Doctor,['NNP'],nsubj,drill,['NN'],pobj,Instrument-Agency,"e2,e1",Instrument-Agency,"Instrument-Agency(e2,e1)"
2195,sensor,['NN'],nsubj,circle,['NN'],dobj,Other,Othe,Product-Producer,"Product-Producer(e2,e1)"
2196,film,['NN'],compound,industry,"['IN', 'NN']",pobj,Product-Producer,"e1,e2",Other,Other
2197,equipment,['NN'],nsubjpass,country,['NN'],pobj,Entity-Origin,"e1,e2",Component-Whole,"Component-Whole(e1,e2)"
2198,hairstyles,['NNS'],pobj,days,['NNS'],pobj,Entity-Origin,"e1,e2",Cause-Effect,"Cause-Effect(e2,e1)"
2199,eruption,['NN'],pobj,craters,['NNS'],pobj,Entity-Origin,"e1,e2",Cause-Effect,"Cause-Effect(e2,e1)"
2200,girl,['JJ'],nsubj,companion,"['DT', 'NN']",pobj,Instrument-Agency,"e2,e1",Component-Whole,"Component-Whole(e1,e2)"
2201,soldiers,['NNS'],nsubj,post,['NN'],pobj,Entity-Destination,"e1,e2",Entity-Destination,"Entity-Destination(e1,e2)"
2202,ancestors,['NNS'],nsubj,rafts,['NNS'],dobj,Instrument-Agency,"e2,e1",Message-Topic,"Message-Topic(e1,e2)"
2203,journal,['NN'],attr,veterinary imaging,"['JJ', 'NN']",pobj,Message-Topic,"e1,e2",Cause-Effect,"Cause-Effect(e2,e1)"
2204,program,['NN'],ROOT,poems,['NNS'],dobj,Product-Producer,"e2,e1",Product-Producer,"Product-Producer(e2,e1)"
2205,foundry,['NN'],poss,bells,['NNS'],pobj,Product-Producer,"e2,e1",Member-Collection,"Member-Collection(e2,e1)"
2206,weapons,['NNS'],dobj,space,['NN'],pobj,Entity-Destination,"e1,e2",Entity-Destination,"Entity-Destination(e1,e2)"
2207,seat,['NN'],pobj,truck,['NN'],pobj,Component-Whole,"e1,e2",Component-Whole,"Component-Whole(e2,e1)"
2208,storm,"['NN', 'TO']",nsubjpass,upwelling,['NN'],pobj,Cause-Effect,"e2,e1",Cause-Effect,"Cause-Effect(e2,e1)"
2209,film,['NN'],nsubj,flashbacks,"['NNS', 'IN', 'DT', 'DT']",dobj,Component-Whole,"e2,e1",Other,Other
2210,documents,['NNS'],nsubj,literature,['NN'],dobj,Message-Topic,"e1,e2",Message-Topic,"Message-Topic(e1,e2)"
2211,eye,['NN'],attr,bull,['NN'],pobj,Component-Whole,"e1,e2",Component-Whole,"Component-Whole(e1,e2)"
2212,Shampoos,['NNP'],compound,acid,['NN'],dobj,Other,Othe,Product-Producer,"Product-Producer(e1,e2)"
2213,base,['NN'],nsubjpass,clock,['NN'],pobj,Component-Whole,"e1,e2",Component-Whole,"Component-Whole(e1,e2)"
2214,word,['NN'],poss,race,['NN'],pobj,Entity-Origin,"e1,e2",Cause-Effect,"Cause-Effect(e1,e2)"
2215,magazine,['NN'],nsubjpass,music,['NN'],pobj,Message-Topic,"e1,e2",Cause-Effect,"Cause-Effect(e2,e1)"
2216,socialist,"['VBZ', 'DT', 'JJ']",amod,party,"['DT', 'NN']",attr,Other,Othe,Other,Other
2217,barley,['NN'],compound,wine,['NN'],dobj,Entity-Origin,"e2,e1",Product-Producer,"Product-Producer(e1,e2)"
2218,world,['NN'],nsubjpass,egg,['NN'],pobj,Content-Container,"e1,e2",Component-Whole,"Component-Whole(e1,e2)"
2219,article,['NN'],dobj,problems,['NNS'],dobj,Message-Topic,"e1,e2",Product-Producer,"Product-Producer(e2,e1)"
2220,elements,['NNS'],dobj,literature,['NN'],pobj,Entity-Origin,"e1,e2",Cause-Effect,"Cause-Effect(e2,e1)"
2221,title,['NN'],nsubjpass,quip,['NN'],pobj,Entity-Origin,"e1,e2",Entity-Origin,"Entity-Origin(e1,e2)"
2222,riffraff,"['DT', 'NN']",pobj,savages,"['DT', 'NNS']",pobj,Member-Collection,"e2,e1",Product-Producer,"Product-Producer(e2,e1)"
2223,poet,['JJ'],nsubj,sequel,['NN'],dobj,Product-Producer,"e2,e1",Product-Producer,"Product-Producer(e2,e1)"
2224,league,['NN'],nsubj,codes,['NNS'],pobj,Member-Collection,"e2,e1",Member-Collection,"Member-Collection(e2,e1)"
2225,religion,['NN'],nsubj,empire,['NN'],pobj,Entity-Destination,"e1,e2",Entity-Destination,"Entity-Destination(e1,e2)"
2226,woofers,"['IN', 'NNS', 'IN']",nsubj,box,['NN'],pobj,Content-Container,"e1,e2",Content-Container,"Content-Container(e1,e2)"
2227,flood,['NN'],pobj,sea,['NN'],conj,Cause-Effect,"e2,e1",Cause-Effect,"Cause-Effect(e1,e2)"
2228,students,['NNS'],dobj,groups,['NNS'],pobj,Member-Collection,"e1,e2",Other,Other
2229,disaster,"['NN', 'NN']",conj,hurricane,['NN'],pobj,Cause-Effect,"e2,e1",Cause-Effect,"Cause-Effect(e2,e1)"
2230,products,['NNS'],nsubjpass,areas,"['VBP', 'NNS']",pobj,Entity-Destination,"e1,e2",Cause-Effect,"Cause-Effect(e2,e1)"
2231,poison,['NN'],nsubj,bottle,['NN'],pobj,Content-Container,"e1,e2",Content-Container,"Content-Container(e1,e2)"
2232,men,['NNS'],nsubj,fort,['NN'],pobj,Other,Othe,Component-Whole,"Component-Whole(e1,e2)"
2233,company,"['NN', 'DT']",nsubj,portfolio,['NN'],dobj,Product-Producer,"e2,e1",Product-Producer,"Product-Producer(e2,e1)"
2234,avenger,"['NN', 'DT', 'DT']",nsubj,rifle,['NN'],pobj,Instrument-Agency,"e2,e1",Product-Producer,"Product-Producer(e2,e1)"
2235,manuscript,['NN'],nsubj,justice,"['NN', 'NN']",pobj,Message-Topic,"e1,e2",Product-Producer,"Product-Producer(e2,e1)"
2236,Members,['NNS'],nsubj,computers,['NNS'],dobj,Product-Producer,"e2,e1",Component-Whole,"Component-Whole(e2,e1)"
2237,crush,['NN'],dobj,passengers,"['DT', 'DT', 'NNS']",pobj,Member-Collection,"e2,e1",Other,Other
2238,horde,['NN'],dobj,believers,['NNS'],pobj,Member-Collection,"e2,e1",Product-Producer,"Product-Producer(e1,e2)"
2239,bomb,['NN'],pobj,region,['NN'],pobj,Entity-Destination,"e1,e2",Entity-Destination,"Entity-Destination(e1,e2)"
2240,astronomer,"['NN', 'DT']",pobj,telescope,['NN'],pobj,Instrument-Agency,"e2,e1",Product-Producer,"Product-Producer(e2,e1)"
2241,methods,['NNS'],nsubjpass,publication,['NN'],pobj,Message-Topic,"e2,e1",Component-Whole,"Component-Whole(e1,e2)"
2242,man,"['DT', 'NN']",attr,shovel,['NN'],pobj,Instrument-Agency,"e2,e1",Other,Other
2243,dignity,['NN'],nsubj,canons,['NNS'],pobj,Other,Othe,Component-Whole,"Component-Whole(e1,e2)"
2244,pilots,['NNS'],nsubj,history,['NN'],pobj,Entity-Destination,"e1,e2",Entity-Destination,"Entity-Destination(e1,e2)"
2245,energy,['NN'],pobj,posters,['NNS'],pobj,Cause-Effect,"e2,e1",Cause-Effect,"Cause-Effect(e2,e1)"
2246,course,['NN'],nsubj,interaction,"['IN', 'NN']",appos,Message-Topic,"e1,e2",Other,Other
2247,car,['NN'],nsubj,snakes,['NNS'],pobj,Content-Container,"e2,e1",Product-Producer,"Product-Producer(e2,e1)"
2248,chef,"['NN', 'PRP']",nsubj,knife,['NN'],pobj,Instrument-Agency,"e2,e1",Product-Producer,"Product-Producer(e2,e1)"
2249,treatise,"['VBZ', 'DT', 'NN']",attr,theorist,"['VBZ', 'NN']",conj,Product-Producer,"e1,e2",Other,Other
2250,communion,"['NN', 'NN', 'NN', 'IN']",nsubj,saints,"['NNS', 'IN', 'IN', 'IN', 'IN']",pobj,Other,Othe,Other,Other
2251,creditor,"['TO', 'NN']",pobj,process,['NN'],pobj,Instrument-Agency,"e2,e1",Other,Other
2252,journal,['NN'],attr,use,['NN'],pobj,Message-Topic,"e1,e2",Message-Topic,"Message-Topic(e1,e2)"
2253,laughter,['NN'],dobj,joke,['NN'],pobj,Cause-Effect,"e2,e1",Other,Other
2254,efforts,['NNS'],nsubjpass,objective,['NN'],pobj,Entity-Destination,"e1,e2",Entity-Destination,"Entity-Destination(e1,e2)"
2255,bottle,['JJ'],dobj,blood,['NN'],pobj,Content-Container,"e2,e1",Other,Other
2256,explosion,"['NN', 'IN']",nsubj,crater,"['DT', 'NN']",dobj,Cause-Effect,"e1,e2",Cause-Effect,"Cause-Effect(e1,e2)"
2257,damage,['NN'],dobj,aircraft,['NN'],pobj,Cause-Effect,"e2,e1",Cause-Effect,"Cause-Effect(e2,e1)"
2258,episode,['NN'],nsubjpass,video,['NN'],pobj,Message-Topic,"e2,e1",Message-Topic,"Message-Topic(e2,e1)"
2259,sound,['NN'],nsubj,structure,['NN'],pobj,Entity-Origin,"e1,e2",Entity-Origin,"Entity-Origin(e1,e2)"
2260,building,['NN'],pobj,wall,"['DT', 'NN']",pobj,Other,Othe,Product-Producer,"Product-Producer(e2,e1)"
2261,generations,['NNS'],nsubj,future survival,"['NN', 'NN']",pobj,Other,Othe,Entity-Destination,"Entity-Destination(e1,e2)"
2262,ornaments,['NNS'],nsubjpass,molds,['NNS'],pobj,Entity-Destination,"e1,e2",Entity-Destination,"Entity-Destination(e1,e2)"
2263,saw,"['NN', 'DT']",compound,blades,"['NNS', 'DT']",pobj,Component-Whole,"e2,e1",Product-Producer,"Product-Producer(e1,e2)"
2264,notes,['NNS'],dobj,ideas,['NNS'],dobj,Message-Topic,"e1,e2",Cause-Effect,"Cause-Effect(e1,e2)"
2265,prisoner,['NN'],conj,tunnel,['NN'],dobj,Product-Producer,"e2,e1",Other,Other
2266,accident,"['NN', 'DT', 'DT']",nsubj,power outage,"['DT', 'DT', 'NN', 'NN']",dobj,Cause-Effect,"e1,e2",Cause-Effect,"Cause-Effect(e1,e2)"
2267,bench,['NN'],conj,magistrates,['NNS'],pobj,Member-Collection,"e2,e1",Other,Other
2268,debate,['NN'],dobj,ethical issues,"['JJ', 'NNS']",pobj,Message-Topic,"e1,e2",Product-Producer,"Product-Producer(e1,e2)"
2269,eyewitness,['NN'],compound,account,"['NN', 'DT', 'DT', 'DT']",ROOT,Product-Producer,"e2,e1",Other,Other
2270,letter,['NN'],nsubj,headquarters,"['DT', 'NN']",pobj,Entity-Origin,"e1,e2",Entity-Origin,"Entity-Origin(e1,e2)"
2271,chain,['NN'],nsubj,saw,['NN'],ccomp,Component-Whole,"e1,e2",Product-Producer,"Product-Producer(e2,e1)"
2272,applicant,"['NN', 'DT']",nsubj,school,['NN'],pobj,Entity-Origin,"e1,e2",Entity-Origin,"Entity-Origin(e1,e2)"
2273,garden,['NN'],nsubj,patches,['NNS'],dobj,Component-Whole,"e2,e1",Message-Topic,"Message-Topic(e1,e2)"
2274,flu,"['NN', 'NN']",pobj,fevers,"['NNS', 'NN']",nsubj,Cause-Effect,"e1,e2",Cause-Effect,"Cause-Effect(e1,e2)"
2275,father,"['NN', 'IN']",nsubj,college,['NN'],pobj,Entity-Destination,"e1,e2",Entity-Destination,"Entity-Destination(e1,e2)"
2276,indicator,['NN'],nsubj,headset,['NN'],pobj,Component-Whole,"e1,e2",Component-Whole,"Component-Whole(e1,e2)"
2277,hydrants,['NNS'],nsubj,facility,['NN'],pobj,Product-Producer,"e1,e2",Message-Topic,"Message-Topic(e1,e2)"
2278,influenza,"['IN', 'IN', 'NN', 'DT', 'IN']",pobj,virus,['NN'],pobj,Cause-Effect,"e2,e1",Cause-Effect,"Cause-Effect(e2,e1)"
2279,soap,['NN'],nsubjpass,prime time,"['JJ', 'NN']",pobj,Entity-Destination,"e1,e2",Cause-Effect,"Cause-Effect(e2,e1)"
2280,Wrinkles,['NNS'],nsubj,laughing,"['VBG', 'DT', 'DT']",pcomp,Cause-Effect,"e2,e1",Cause-Effect,"Cause-Effect(e2,e1)"
2281,varieties,['NNS'],nsubjpass,church,['NN'],pobj,Other,Othe,Component-Whole,"Component-Whole(e1,e2)"
2282,grain,['NN'],compound,spirits,['NNS'],pobj,Entity-Origin,"e2,e1",Product-Producer,"Product-Producer(e1,e2)"
2283,crisis,"['NN', 'VBZ']",nsubj,economy,['NN'],pobj,Entity-Destination,"e1,e2",Entity-Destination,"Entity-Destination(e1,e2)"
2284,damage,['NN'],nsubj,virus,['NN'],pobj,Cause-Effect,"e2,e1",Cause-Effect,"Cause-Effect(e2,e1)"
2285,map,"['NN', 'DT']",nsubjpass,safe,"['DT', 'JJ']",pobj,Content-Container,"e1,e2",Content-Container,"Content-Container(e1,e2)"
2286,pants,"['NNS', 'NNS', 'DT']",appos,box,['NN'],pobj,Content-Container,"e1,e2",Content-Container,"Content-Container(e1,e2)"
2287,mechanism,"['NN', 'DT', 'DT', 'DT']",nsubj,bridge,['NN'],pobj,Component-Whole,"e2,e1",Component-Whole,"Component-Whole(e1,e2)"
2288,dray,"['DT', 'NN']",nsubj,squirrels,['NNS'],pobj,Member-Collection,"e2,e1",Member-Collection,"Member-Collection(e2,e1)"
2289,reagent,"['NN', 'DT', 'DT']",nsubj,bottle,"['NN', 'NN']",conj,Content-Container,"e1,e2",Content-Container,"Content-Container(e1,e2)"
2290,illusion,['NN'],nsubjpass,experiments,['NNS'],pobj,Other,Othe,Content-Container,"Content-Container(e1,e2)"
2291,criticism,['NN'],nsubj,weaknesses,['NNS'],pobj,Message-Topic,"e1,e2",Message-Topic,"Message-Topic(e1,e2)"
2292,singer,['NN'],nsubj,outdoor stage,"['JJ', 'NN']",pobj,Entity-Destination,"e1,e2",Cause-Effect,"Cause-Effect(e2,e1)"
2293,screwdriver,['NN'],pobj,men,['NNS'],pobj,Instrument-Agency,"e1,e2",Other,Other
2294,life,['NN'],nsubjpass,movie,['NN'],compound,Message-Topic,"e2,e1",Component-Whole,"Component-Whole(e1,e2)"
2295,fear,['VBN'],dobj,robbers,['NNS'],conj,Cause-Effect,"e2,e1",Cause-Effect,"Cause-Effect(e1,e2)"
2296,ship,['NN'],nsubj,harbour,['NN'],pobj,Entity-Origin,"e1,e2",Entity-Origin,"Entity-Origin(e1,e2)"
2297,state,['NN'],nsubj,capital,['NN'],pobj,Entity-Origin,"e2,e1",Other,Other
2298,asphalt,['NN'],nsubjpass,term,['NN'],pobj,Entity-Origin,"e1,e2",Entity-Origin,"Entity-Origin(e1,e2)"
2299,lord,['NN'],nsubj,giving,['VBG'],pobj,Other,Othe,Cause-Effect,"Cause-Effect(e2,e1)"
2300,flock,['NN'],nsubj,ducks,['NNS'],pobj,Member-Collection,"e2,e1",Product-Producer,"Product-Producer(e2,e1)"
2301,debate,"['DT', 'NN']",dobj,kiosks,['NNS'],pobj,Message-Topic,"e1,e2",Product-Producer,"Product-Producer(e1,e2)"
2302,award,['NN'],nsubjpass,organization,['NN'],pobj,Entity-Destination,"e1,e2",Cause-Effect,"Cause-Effect(e2,e1)"
2303,officer,['NN'],nsubj,apparatus,"['DT', 'NN']",dobj,Instrument-Agency,"e2,e1",Instrument-Agency,"Instrument-Agency(e2,e1)"
2304,roof,"['NN', 'IN']",nsubjpass,building,['NN'],pobj,Component-Whole,"e1,e2",Component-Whole,"Component-Whole(e1,e2)"
2305,cow,['NN'],nsubj,nuzzle,['NN'],pobj,Component-Whole,"e2,e1",Instrument-Agency,"Instrument-Agency(e2,e1)"
2306,bus,['NN'],pobj,computer,['NN'],pobj,Component-Whole,"e1,e2",Component-Whole,"Component-Whole(e2,e1)"
2307,plan,"['NN', 'DT']",nsubj,crime,['NN'],pobj,Other,Othe,Component-Whole,"Component-Whole(e1,e2)"
2308,guide,['NN'],attr,world,['NN'],pobj,Message-Topic,"e1,e2",Message-Topic,"Message-Topic(e1,e2)"
2309,book,['NN'],pobj,influence,"['NN', 'IN']",attr,Message-Topic,"e1,e2",Product-Producer,"Product-Producer(e2,e1)"
2310,picture,['NN'],pobj,holes,['NNS'],pobj,Component-Whole,"e2,e1",Product-Producer,"Product-Producer(e2,e1)"
2311,bottle,['NN'],pobj,water,"['DT', 'NN']",pobj,Content-Container,"e2,e1",Product-Producer,"Product-Producer(e2,e1)"
2312,addition,"['DT', 'NN', 'IN']",attr,scribe,['NN'],pobj,Product-Producer,"e1,e2",Other,Other
2313,blocks,['NNS'],attr,caisson,"['DT', 'NN']",pobj,Content-Container,"e1,e2",Component-Whole,"Component-Whole(e1,e2)"
2314,key,['VB'],ccomp,keyboard,"['VB', 'NN']",pobj,Component-Whole,"e1,e2",Product-Producer,"Product-Producer(e2,e1)"
2315,methamphetamine,"['NN', 'DT', 'DT']",nsubj,container,"['DT', 'NN', 'DT', 'NN']",pobj,Content-Container,"e1,e2",Component-Whole,"Component-Whole(e1,e2)"
2316,belief,['NN'],nsubj,determinism,"['IN', 'NN']",pobj,Other,Othe,Cause-Effect,"Cause-Effect(e2,e1)"
2317,bungalow,"['NN', 'DT']",nsubjpass,barn,"['DT', 'NN']",pobj,Other,Othe,Content-Container,"Content-Container(e1,e2)"
2318,zoo,['NN'],dobj,creeps,['NNS'],pobj,Member-Collection,"e2,e1",Product-Producer,"Product-Producer(e1,e2)"
2319,complex,['NN'],nsubj,poison,['NN'],pobj,Instrument-Agency,"e2,e1",Product-Producer,"Product-Producer(e2,e1)"
2320,astronauts,['NNS'],dobj,asteroid,['NN'],pobj,Entity-Destination,"e1,e2",Other,Other
2321,bolt,['NN'],pobj,door,['NN'],pobj,Component-Whole,"e1,e2",Component-Whole,"Component-Whole(e2,e1)"
2322,team,['NN'],nsubj,fifth place,"['JJ', 'NN']",pobj,Other,Othe,Entity-Destination,"Entity-Destination(e1,e2)"
2323,exhibition,['NN'],nsubj,view,['NN'],dobj,Message-Topic,"e1,e2",Message-Topic,"Message-Topic(e1,e2)"
